,Year,NOC,predicted_gold,predicted_total_medal
104,2028,LCA,0.10819613188505173,0.35976168513298035
105,2028,BOL,0.019710592925548553,0.1751272976398468
106,2028,JPN,12.7266845703125,33.68922805786133
107,2028,SAM,0.10218463093042374,0.46965283155441284
108,2028,BAN,0.021166734397411346,0.18036380410194397
109,2028,POL,4.9204421043396,15.537898063659668
110,2028,BIH,0.05655611306428909,0.2440832257270813
111,2028,KOS,0.12408677488565445,0.7174262404441833
112,2028,SUI,0.6279064416885376,3.4413578510284424
113,2028,FRA,19.454755783081055,70.26071166992188
114,2028,BOT,0.20031806826591492,1.5094462633132935
115,2028,BHU,0.02258286625146866,0.18326693773269653
116,2028,UKR,0.4860263764858246,4.948788642883301
117,2028,INA,0.7860281467437744,2.0175461769104004
118,2028,LIE,0.031109701842069626,0.20846402645111084
119,2028,GUM,0.028429485857486725,0.17232388257980347
120,2028,GHA,0.057610489428043365,0.25039130449295044
121,2028,MGL,0.0806334987282753,1.037371277809143
122,2028,MAR,0.18058213591575623,0.43617838621139526
123,2028,TPE,0.7407876253128052,2.2247493267059326
124,2028,MRI,0.020657040178775787,0.20761841535568237
125,2028,ANT,0.01810271292924881,0.16315272450447083
126,2028,TKM,0.03552476316690445,0.23193097114562988
127,2028,SWZ,0.032317571341991425,0.20439669489860535
128,2028,BDI,0.09724659472703934,0.35236454010009766
129,2028,SRB,3.1823363304138184,8.833252906799316
130,2028,ARM,-0.059681616723537445,0.7293018698692322
131,2028,ESA,0.03647289425134659,0.18848329782485962
132,2028,ETH,0.4462532699108124,1.6710106134414673
133,2028,CAY,0.017536498606204987,0.18034616112709045
134,2028,SMR,0.04973433166742325,0.25656482577323914
135,2028,GAM,0.06663540750741959,0.34077852964401245
136,2028,MYA,0.14335879683494568,0.41615408658981323
137,2028,CPV,0.02097291499376297,0.1777840554714203
138,2028,KUW,0.02797693759202957,0.23206812143325806
139,2028,LAT,0.17555531859397888,0.902345597743988
140,2028,ASA,0.026426799595355988,0.1957792043685913
141,2028,CYP,0.10939798504114151,0.8896602988243103
142,2028,PRK,0.18270114064216614,0.8189086318016052
143,2028,KEN,2.1481549739837646,6.193021297454834
144,2028,BLR,0.9979187250137329,4.675942420959473
145,2028,BEN,0.02887924760580063,0.18736645579338074
146,2028,GRE,0.8277255296707153,3.8171284198760986
147,2028,EGY,0.18685683608055115,0.9078533053398132
148,2028,MDA,0.14826151728630066,0.7622694373130798
149,2028,MNE,0.017683841288089752,0.17589515447616577
150,2028,HAI,0.12372288852930069,0.39480119943618774
151,2028,NGR,1.8601113557815552,4.812427520751953
152,2028,ZIM,0.016181357204914093,0.15640109777450562
153,2028,PUR,0.22806891798973083,0.7471897006034851
154,2028,KSA,0.07632777839899063,0.3398427963256836
155,2028,VAN,0.016893751919269562,0.1625959873199463
156,2028,PLW,0.027040712535381317,0.19992908835411072
157,2028,EOR,0.19957122206687927,0.5890743136405945
158,2028,PLE,0.02482420951128006,0.18489480018615723
159,2028,UGA,0.26127132773399353,0.9107710719108582
160,2028,KOR,5.523574352264404,16.481952667236328
161,2028,SUD,0.048805586993694305,0.23610609769821167
162,2028,EST,0.4581150710582733,1.2087405920028687
163,2028,GBS,0.03390864282846451,0.23547708988189697
164,2028,GUA,0.12874916195869446,0.4125381112098694
165,2028,CAN,2.5786967277526855,17.713424682617188
166,2028,IRI,0.970967173576355,2.663691282272339
167,2028,GBR,18.011754989624023,53.040618896484375
168,2028,TJK,0.08287087827920914,0.33477693796157837
169,2028,BIZ,0.027539946138858795,0.2018602192401886
170,2028,PHI,0.40869006514549255,1.246928095817566
171,2028,LTU,0.34538158774375916,1.7104665040969849
172,2028,BRU,0.022457070648670197,0.18384119868278503
173,2028,SOM,0.028436429798603058,0.20366749167442322
174,2028,KIR,0.028186820447444916,0.21320155262947083
175,2028,LBN,0.04215029627084732,0.24216145277023315
176,2028,KAZ,0.8842054605484009,4.0453338623046875
177,2028,LBR,0.03521326929330826,0.22831708192825317
178,2028,DEN,3.803382396697998,10.925257682800293
179,2028,BER,0.05407280474901199,0.2539316415786743
180,2028,BRN,0.08178041130304337,0.41092008352279663
181,2028,MLI,0.1300264298915863,0.559356153011322
182,2028,CRC,0.021656639873981476,0.17433810234069824
183,2028,CHI,0.4883821904659271,1.3532825708389282
184,2028,HON,0.021903999149799347,0.1782248616218567
185,2028,HKG,0.5942095518112183,1.8972302675247192
186,2028,SEY,0.028828062117099762,0.19804427027702332
187,2028,NCA,0.019050903618335724,0.17536038160324097
188,2028,LAO,0.0257754847407341,0.19450643658638
189,2028,MAD,0.03057045489549637,0.18478798866271973
190,2028,CAM,0.022314749658107758,0.18390974402427673
191,2028,ROC,15.785022735595703,49.94902038574219
192,2028,SWE,1.2134958505630493,5.428132057189941
193,2028,NAM,0.03022550791501999,0.19962874054908752
194,2028,SLE,0.03521459549665451,0.2130538821220398
195,2028,JOR,0.10701242834329605,0.5853491425514221
196,2028,VEN,0.14197620749473572,0.3876001238822937
197,2028,POR,0.6398240327835083,3.024123430252075
198,2028,CZE,2.1691174507141113,7.103501319885254
199,2028,TGA,0.0367577001452446,0.21058154106140137
200,2028,ROU,0.7646776437759399,6.487530708312988
201,2028,NEP,0.035100944340229034,0.23218941688537598
